order	season	episode	character_killed	killer	method	method_cat	reason	location	allegiance	importance
2216	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2217	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2218	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2219	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2220	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2221	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2222	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2223	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2224	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2225	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2226	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2227	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2228	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2229	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2230	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2231	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2232	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2233	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2234	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2235	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2236	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2237	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2238	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2239	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2240	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2241	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2242	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2243	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2244	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2245	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2246	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2247	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2248	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2249	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2250	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2251	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2252	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2253	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2254	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2255	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2256	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2257	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2258	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2259	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2260	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2261	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2262	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2263	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2264	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2265	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2266	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2267	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2268	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2269	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2270	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2271	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2272	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2273	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2274	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2275	7	6	Wight	Rhaegal	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2276	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2277	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2278	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2279	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2280	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2281	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2282	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2283	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2284	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2285	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2286	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2287	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2288	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2289	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2290	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2291	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2292	7	6	Wight	Drogon	Dragonfire	Animal	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2293	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2294	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2295	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2296	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2297	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2298	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2299	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2300	7	6	Wight	Jon Snow	Sword (Longclaw)	Blade	Killed during a wight hunt led by Jon Snow, who wanted to capture a wight to prove the existence of White Walkers.	Beyond the Wall	None	1
2301	7	6	Viserion	Night King	Ice spear	Polearm	Killed by the Night King when Daenerys goes to rescue Jon Snow and the other members of the wight hunt party. (Later resurrected as a wight.)	Beyond the Wall	House Targaryen	4
