recipe_title	ingredients	cuisine	course	diet	prep_time	cook_time	rating	vote_count
Roasted Vegetable Pasta In Creamy White Sauce	Penne pasta, Garlic, Onion, Green zucchini, Carrot, Red Bell pepper, Veeba White Pasta Dressing, Milk, Basil leaves, Red Chilli flakes	Italian	Dinner	Vegetarian	20 M	20 M	4.8604651162791	817
Slow Oven Roasted Tomatoes With Pasta And Goat Cheese Recipe	Pasta  Fusilli, Garlic, Cherry tomatoes, Onion, Balsamic Vinegar, Extra Virgin Olive Oil, Red Chilli flakes, Black pepper powder, Goat Cheese, Basil leaves	Italian	Dinner	Vegetarian	15 M	30 M	4.9036144578313	166
No Cream Healthy Broccoli Pasta Recipe	Broccoli, Garlic, Salt, Black pepper powder, Spirali pasta, Extra Virgin Olive Oil, Parmesan cheese, Red Chilli flakes	Italian	Dinner	Vegetarian	10 M	25 M	4.9909502262443	221
One Pot Vegetable Pasta With Beans Recipe	Pasta  Fusilli, Green Bell Pepper, Green zucchini, Red onion, Tomatoes, Spinach Leaves, Garlic, Italian seasoning, Red Chilli flakes, Salt, Extra Virgin Olive Oil, Black beans, Cheese	Italian	Dinner	High Protein Vegetarian	10 M	30 M	4.9219219219219	333
Pasta Aglio Olio Recipe	Spaghetti Pasta, Garlic, Red Chilli flakes, Extra Virgin Olive Oil, Parsley leaves, Parmesan cheese, Salt	Italian	Dinner	Vegetarian	10 M	15 M	4.9155944415852	1943
Italian Pasta Sizzler Recipe	Pasta, Extra Virgin Olive Oil, Garlic, Tomatoes, Water, Corn flour, Basil leaves, Italian seasoning, Red Chilli flakes, Mozzarella cheese, Salt, Garlic, Mozzarella cheese, Red Chilli flakes, Italian seasoning, Potatoes, Onion, Carrot, Tomato, Cauliflower, Sweet corn, Green beans, Red Yellow and Green Bell Peppers, Sunflower Oil, Black pepper powder, Salt, Cabbage 	Italian	Dinner	Vegetarian	15 M	45 M	4.8963855421687	1660
Eggplant Caponata Penne Pasta Recipe	Penne pasta, Water, Salt, Onion, Garlic, Extra Virgin Olive Oil, Brinjal, Tomatoes, Sugar, Salt, Italian seasoning, Red Chilli flakes, Whole Black Peppercorns, Water, Red Bell pepper, Green olives, Parmesan cheese	Italian	Dinner	Vegetarian	15 M	20 M	4.8219584569733	337
Farm Fresh Vegetarian Pasta Salad Recipe	Conchiglie Pasta, English Cucumber, Cherry tomatoes, Red onion, Basil leaves, Purple Basil, Salt and Pepper, Extra Virgin Olive Oil, Apple cider vinegar, Lemon zest, Lemon juice, Sugar, Parsley leaves, Garlic	Italian	Appetizer	Vegetarian	15 M	15 M	4.8448687350835	419
Green Olive Pesto - Pasta Sauce Recipe	Pimiento-stuffed green olives, Walnuts, Garlic, Coriander  Leaves, Extra Virgin Olive Oil, Parmesan cheese, Whole Black Peppercorns, Salt	Italian	Side Dish	Vegetarian	5 M	10 M	4.94921875	256
Creamy Spaghetti Pasta Flavored With Cheesy Dip Recipe	Red Yellow or Green Bell Pepper, Onion, Green peas, Salt, Extra Virgin Olive Oil, Red Chilli flakes, Fresh Herbs	Italian	Dinner	Vegetarian	20 M	20 M	4.7826086956522	138
Delmonte Beetballs Pasta Recipe	Masoor Dal, Beetroot, Onion, Garlic, Cumin powder, Coriander Powder, Salt, Whole Wheat Bread crumbs, Sunflower Oil, Extra Virgin Olive Oil, Garlic, Dried oregano, Parsley leaves, Red Chilli flakes, Basil leaves, Parmesan cheese	Italian	Lunch	Vegetarian	15 M	45 M	4.9058823529412	170
Christmas Carbonara Pasta Recipe	Spaghetti Pasta, Bacon strips, Chicken ham, Extra Virgin Olive Oil, Garlic, Black pepper powder, Parsley leaves, Whole Eggs, Egg yolks, Double Cream, Parmesan cheese, Salt	Italian	Dinner	Non Vegeterian	10 M	15 M	4.9382530120482	664
Avocado Parsley Pasta Salad Recipe	Conchiglie Pasta, Avocados, Parsley leaves, Garlic, Lemon juice, Salt, Whole Black Peppercorns, Extra Virgin Olive Oil, Tomatoes	Italian	Side Dish	Vegetarian	10 M	20 M	4.9132420091324	219
Homemade Whole Wheat Pizza Dough Recipe	Whole Wheat Flour, Extra Virgin Olive Oil, Honey, Salt	Italian	Main Course	Vegetarian	20 M	160 M	4.8942115768463	1002
Chicken And Basil Quiche Recipe	All Purpose Flour, Butter, Icing Sugar, Whole Egg, Salt, Onion, Garlic, Chicken breasts, Basil leaves, Dried oregano, Dried Thyme Leaves, Red Chilli flakes, Salt, Whole Egg, Milk, Salt and Pepper	French	World Breakfast	High Protein Non Vegetarian	10 M	35 M	4.8827433628319	904
Big Farm Fresh Pizza Recipe Loaded With Crisp Veggies	Pizza base, Fresh cream, Mozzarella cheese, Milk, Cabbage, Onion, Baby corn, Carrot, Green Bell Pepper, Sweet corn, Pickled Jalapenos, Tomato, Salt, Black pepper powder, Dried oregano, Red Chilli flakes, Extra Virgin Olive Oil	Italian	Lunch	Vegetarian	15 M	45 M	4.9618320610687	524
Aubergine Layered Baked Corn Cheese Quinoa Pasta Recipe	Brinjal, Sweet corn, Mozzarella cheese, Penne pasta, Dried oregano, Red Chilli flakes, Basil leaves, Parsley leaves, Milk, Corn flour, Black pepper powder, Extra Virgin Olive Oil, Salt, Garlic	Italian	Lunch	Vegetarian	35 M	10 M	4.962962962963	189
Bread Pizza Recipe - With A French Loaf	French bread, Black olives, Red Bell pepper, Broccoli, Button mushrooms, Mozzarella cheese, Extra Virgin Olive Oil, Salt and Pepper	Italian	Appetizer	Vegetarian	15 M	20 M	4.8975265017668	283
Gluten Free Potato Pizza Recipe	Rajgira Flour, Red Rice Flour, Flax seed powder, Dry mix herbs, Red Chilli flakes, Salt, Lukewarm Water, Sugar, Potatoes, Extra Virgin Olive Oil, Salt, Black pepper powder, Fresh Thyme leaves, Rosemary, Cheese, Red Chilli flakes	Italian	Dinner	Gluten Free	15 M	45 M	4.9093198992443	397
Pesto Pizza Recipe With Sun Dried Tomatoes, Mushrooms, Pineapples And Olives	All Purpose Flour, Baking soda, Baking powder, Garlic powder, Onion powder, Salt, Sugar, Extra Virgin Olive Oil, Water, Basil leaves, Extra Virgin Olive Oil, Salt and Pepper, Garlic, Walnuts, Chia Seeds, Pineapple, Button mushrooms, Kalamata Olives, Mozzarella cheese, Cheddar cheese	Italian	Dinner	Vegetarian	120 M	30 M	4.9703389830508	236
Cauliflower Crust Pizza With Pesto, Sundried Tomatoes & Goat Cheese	Cauliflower, Whole Eggs, Mozzarella cheese, Parmesan cheese, Dried oregano, Dried basil leaves, Red Chilli flakes, Garlic powder, Onion powder, Mozzarella cheese, Salt	Italian	Dinner	Vegetarian	15 M	45 M	4.8852867830424	401
Multigrain Pizza with Roasted Vegetables Recipe	Whole Wheat Flour, Ragi Flour, Instant Oats, Sesame seeds, Lukewarm Water, Honey, Salt, Extra Virgin Olive Oil, Mozzarella cheese, Button mushrooms, Green Bell Pepper, Green zucchini, Dried oregano, Salt and Pepper	Italian	Main Course	Vegetarian	10 M	160 M	4.8934108527132	1548
Whole Wheat Pizza With Egg, Bell Peppers And Fresh Basil Recipe	Pizza base, Tomato, Red Bell pepper, Basil leaves, Parmesan cheese, Mozzarella cheese, Garlic salt, Mixed Herbs, Fresno pepper, Extra Virgin Olive Oil, Whole Eggs	Italian	World Breakfast	Eggetarian	10 M	40 M	4.9354838709677	155
Cheesy Tawa Pizza Recipe With Corn And Broccoli	Whole Wheat Flour, Salt, Cooking soda, Water, Onion, Broccoli, Yellow Bell Pepper, Sunflower Oil, Salt, Black pepper powder, Mixed Herbs 	Italian	Snack	Vegetarian	10 M	30 M	4.8899755501222	409
Pizza Margherita Recipe	Whole Wheat Flour, Extra Virgin Olive Oil, Sugar, Dried oregano, Mozzarella cheese, Italian seasoning, Basil leaves	Italian	Dinner	Vegetarian	10 M	180 M	4.8986175115207	651
Homemade Pizza Sauce Recipe	Tomatoes, Onions, Carrots, Celery, Garlic, Dried oregano, Basil leaves, Salt, Black pepper powder, Sugar, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	20 M	40 M	4.8938563599654	3467
Baked Cheesy Pasta With Garlic & Crunchy Peanuts Recipe	Spirali pasta, Garlic, Extra Virgin Olive Oil, Roasted Peanuts, Italian seasoning, Salt and Pepper, Cheddar cheese	Italian	Dinner	Vegetarian	10 M	40 M	4.8743961352657	207
Bow Tie Pasta With Baby Spinach Recipe	Baby spinach, Onion, Garlic, Italian seasoning, Black pepper powder, Basil leaves, Parsley leaves, Extra Virgin Olive Oil, Chenna, Mustard Flowers 	Italian	Lunch	Vegetarian	10 M	40 M	4.965811965812	351
Chicken Parmigiana Recipe	Chicken breasts, Whole Wheat Bread crumbs, All Purpose Flour, Salt and Pepper, Whole Egg, Parmesan cheese, Mozzarella cheese, Onion, Garlic, Sugar, Red Chilli powder, Red Chilli flakes, Rosemary, Salt, Sunflower Oil	Italian	Lunch	Non Vegeterian	10 M	60 M	4.9607843137255	561
Pesto Pizza With Mushroom And Bell Pepper Recipe	Button mushrooms, Cheddar cheese, Red Bell pepper, Walnuts, Basil leaves, Garlic, Salt, Whole Black Peppercorns, Extra Virgin Olive Oil, Parmesan cheese	Italian	Lunch	Vegetarian	60 M	25 M	4.9428571428571	210
Burnt Garlic Pasta with Mushroom Recipe	Pasta, Salt, Extra Virgin Olive Oil, Water, Onion, Garlic, Button mushrooms, Cauliflower, Milk, Salt, Black pepper powder, Dried oregano, Parmesan cheese, Extra Virgin Olive Oil, Reserved water	Italian	Dinner	Vegetarian	10 M	40 M	4.9041713641488	887
Cheesy Spaghetti Verdi Pasta Recipe With Roasted Garlic	Garlic, Spinach Leaves, Britannia Cheese Spread - Roasted Garlic, Milk, Red Chilli flakes, Extra Virgin Olive Oil, Salt, Black pepper powder	Italian	Lunch	Vegetarian	10 M	30 M	4.8773333333333	375
Cheesy Pasta Casserole With Broccoli And Cheese Recipe	Penne pasta, Broccoli, Garlic, Britannia Cream Cheese, Fresh cream, Milk, Dijon Mustard, Salt and Pepper, Parmesan cheese, Dill leaves, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	20 M	40 M	4.8978978978979	333
Greek Style Grilled Pita Pizza Recipe	Mini Pita Breads, Tomatoes, Feta Cheese, Fresh Thyme leaves, Black olives, Whole Black Peppercorns, Extra Virgin Olive Oil, Coriander  Leaves, Homemade Hummus	Greek	Appetizer	Vegetarian	10 M	20 M	4.83984375	512
Easy Tomato And Cheese Mini Pizza Recipe	All Purpose Flour, Sugar, Salt, Extra Virgin Olive Oil, Lukewarm Water, Cherry tomatoes, Garlic, Mozzarella cheese, Onion, Extra Virgin Olive Oil, Salt	Italian	Dinner	Vegetarian	120 M	20 M	4.8670694864048	331
Bacon, Caramelised Onions And Cheese Crepes Recipe	All Purpose Flour, Confectioners sugar, Salt, Sunflower Oil, Whole Egg, Milk, Bacon strips, Onion, Sugar, Cheese, Salt, Black pepper powder, Mixed Herbs 	French	World Breakfast	Non Vegeterian	10 M	12 M	4.9516765285996	1014
Greek Style Briami Recipe (Simple Vegetable Stew Recipe)	Green zucchini, Brinjal, Potatoes, Carrots, Onions, Cauliflower, White broad beans, Tomatoes, Garlic, Celery, Parsley leaves, Black pepper powder, Salt, Extra Virgin Olive Oil	Greek	Main Course	Vegetarian	15 M	45 M	4.920471281296	679
Italian Style Broccoli And Cauliflower Soup Recipe	Carrot, Broccoli, Cauliflower, Onion, Tomato, Garlic, Black pepper powder, Red Chilli flakes, Italian seasoning, Paprika powder, Salt, Extra Virgin Olive Oil, Cheese, Coriander  Leaves	Italian	Dinner	Vegetarian	15 M	15 M	4.9070385126162	753
Zucchini Oatmeal Omelette Recipe	Whole Eggs, Green zucchini, Onion, Coriander  Leaves, Green Chilli, Instant Oats, Black pepper powder, Salt, Sunflower Oil	French	World Breakfast	Eggetarian	10 M	15 M	4.873440285205	561
Chicken Souvlaki with Tzatziki Recipe	Chicken breasts, Extra Virgin Olive Oil, Lemon juice, Garlic, Dried oregano, Salt, Black pepper powder, Cucumbers, Hung Curd, White wine vinegar, Lemon juice, Garlic, Extra Virgin Olive Oil, Salt, Black pepper powder	Greek	Dinner	High Protein Non Vegetarian	180 M	15 M	4.9803921568627	204
Milk Braid Rolls Recipe	Vivatta Maida, Milk, Whole Egg, Butter, Caster Sugar, Salt, Sugar, Vanilla Extract, Sesame seeds 	French	Snack	Eggetarian	120 M	20 M	4.7933884297521	242
Gluten Free Skillet Pizza With Potato and Tapioca	Sabudana, Potatoes, Green Chillies, Roasted Peanuts, Salt, Mozzarella cheese, Potato, Bacon strips	Italian	Dinner	Gluten Free	30 M	30 M	4.9449152542373	236
No Bake Dragon Fruit Jam Tarts Recipe	Dates, Digestive biscuit, Dragon fruit, Sugar, Lemon juice, Strawberries	French	Dessert	Vegetarian	15 M	30 M	4.9260143198091	419
Potato Roulade Recipe	All Purpose Flour, Salt, Sugar, Chilled butter, Chilled water, Potatoes, Garlic, Red Chilli flakes, Salt, Extra Virgin Olive Oil, Egg white	French	Snack	Vegetarian	30 M	30 M	4.8857142857143	140
Spicy Tandoori Paneer Open Puff Recipe	All Purpose Flour, Butter, Salt, Butter, Sweet corn, Onion, Green Bell Pepper, Tomato, Turmeric powder, Red Chilli powder, Cumin powder, Chaat Masala Powder, Lemon juice, Hung Curd 	French	Snack	Vegetarian	120 M	35 M	4.8563535911602	724
Roasted Tomato And Pumpkin Soup Recipe	Tomatoes, Kaddu, Leek, Garlic, Balsamic Vinegar, Salt and Pepper, Extra Virgin Olive Oil	Italian	Appetizer	Vegetarian	10 M	35 M	4.9012561060712	2866
Assorted Cheese Platter Served With Fruits & Crackers	Blue cheese, Brie cheese, Cheese Cubes, Ricotta Cheese, Blue cheese, Parmesan cheese, Cheddar cheese, Prune Spread, Apricots, Black grapes, Crackers	Italian	Appetizer	Vegetarian	15 M	0 M	4.9478079331942	479
Mushroom Quiche Recipe	All Purpose Flour, Salt, Butter, Parmesan cheese, Chilled water, Whole Eggs, Shallots, Portobello mushrooms, Parsley leaves, Garlic powder, Garlic, Sunflower Oil, Salt and Pepper	French	Lunch	Vegetarian	30 M	90 M	4.9130775254503	1277
Zucchini And Feta Cheese Bruschetta Recipe	Feta Cheese, Green zucchini, Tomato, Garlic, Raisins, Extra Virgin Olive Oil, Parsley leaves, Salt and Pepper, French bread, Extra Virgin Olive Oil	Italian	Appetizer	Vegetarian	10 M	15 M	4.9781420765027	183
Homemade Italian Calzones Recipe	Lukewarm Water, Sugar, Extra Virgin Olive Oil, Salt, All Purpose Flour, Green Bell Pepper, Onion, Button mushrooms, Green Chillies, Mozzarella cheese, Tomatoes, Onions, Green Chillies, Garlic, Dried oregano, Italian seasoning, Salt	Italian	Snack	Vegetarian	10 M	3 M	4.8149654331029	2459
Italian Baked Eggplant in Tomato & Parmesan - Melanzane alla Parmigiana Recipe	Brinjal, Garlic, Basil leaves, Parmesan cheese, Extra Virgin Olive Oil	Italian	Dinner	Vegetarian	10 M	90 M	4.9370574350905	1271
Carrot, Roasted Pumpkin Seeds, Granola Savory Parfaits Recipe	Carrot, Hung Curd, Dill leaves, Pumpkin seeds, Granola, Salt and Pepper	French	World Breakfast	Vegetarian	15 M	0 M	4.6764705882353	136
Calzone/ Pocket Pizza/ Mc Puffs Recipe (With Baked Option)	All Purpose Flour, Whole Wheat Flour, Water, Sugar, Extra Virgin Olive Oil, Salt, Carrot, Green beans, Green Bell Pepper, Onion, Sweet corn, Black olives, Vinegar, Dried oregano, Red Chilli flakes, White pepper powder, Cheese, Sunflower Oil	Italian	Appetizer	Vegetarian	10 M	120 M	4.9059139784946	1488
Pumpkin Creme Brulee Recipe	Heavy whipping cream, Brown Sugar, Egg yolks, Pumpkin pie spice, Sugar	French	Dessert	Eggetarian	15 M	25 M	4.8686708860759	632
Super Easy Eggless Banana Clafoutis Recipe	Ripe Bananas, Sugar, Custard powder, Butter, Milk, Confectioners sugar	French	Dessert	Vegetarian	15 M	35 M	4.8847006651885	451
Cheesy Bruschetta With Capsicum And Tomatoes Recipe	Tomato, French Loaf, Onion, Green Bell Pepper, Basil leaves, Dried oregano, Lemon juice, Salt, Black pepper powder, Extra Virgin Olive Oil, Mozzarella cheese	Italian	Appetizer	Vegetarian	10 M	40 M	4.9119834710744	2420
Focaccia Bread with Sweet Onion and Capers Recipe	Whole Wheat Flour, Sugar, Extra Virgin Olive Oil, Milk, Salt, Onion, Capers, Fresh Thyme leaves, Dried oregano	Italian	Side Dish	Vegetarian	120 M	30 M	4.9641577060932	558
Ice Wine Panna Cotta Recipe	Heavy whipping cream, Sugar, Lemon juice, Ice wine, Blackberries	Italian	Dessert	Vegetarian	10 M	10 M	4.9004329004329	462
Plum Galette Recipe With A Flaky Whole Wheat Pie Crust	Whole Wheat Flour, All Purpose Flour, Salt, Chilled water, Plums, Corn flour, Caster Sugar, Vanilla Ice cream	French	Dessert	Vegetarian	15 M	90 M	4.8823529411765	170
Kale Blue Cheese And Cranberry Quiche Recipe	Red onion, Kale, Cranberries, Blue cheese, Whole Eggs, Hung Curd, Salt and Pepper, Extra Virgin Olive Oil	French	Main Course	Eggetarian	20 M	30 M	4.9710144927536	276
Baked Whole Wheat Salsa Tart Recipe	Whole Wheat Flour, Salt, Chilled water, Spring Onion, Red Bell pepper, Tomatoes, Onion, Green Chillies, Cumin powder, Extra Virgin Olive Oil, Mozzarella cheese, Salt	French	Snack	Vegetarian	10 M	45 M	4.9349315068493	292
Caprese Empanada Recipe With Tomato Basil And Mozzarella	All Purpose Flour, Salt, Italian seasoning, Butter, Whole Egg, Chilled water, Mozzarella cheese, Tomatoes, Basil leaves, Paprika powder, Salt	Italian	Snack	Vegetarian	10 M	180 M	4.9621621621622	185
Cardamom Macaroons Recipe	Confectioners sugar, Egg whites, Sugar, Cardamom Powder, Food Color, Chocolate Bar, Double Cream, Butter, Vanilla Extract	French	Snack	Vegetarian	10 M	60 M	4.8704277743335	1613
Broccoli Quiche Recipe (with Eggless option)	Garlic, Broccoli, Red Bell pepper, Nutmeg, Red Chilli flakes, Cheddar cheese, Parmigiano reggiano cheese, Extra Virgin Olive Oil	French	Snack	Vegetarian	30 M	100 M	4.8665710186514	2091
Breakfast Potato Quiche with Tender Corn	Potatoes, Whole Black Peppercorns, Milk, Whole Wheat Flour, Baking powder, Sweet corn, Cayenne Pepper, Coriander  Leaves, Cheddar cheese, Salt	French	Snack	Vegetarian	20 M	35 M	4.6686507936508	504
Macaroni Minestrone Soup Pot Recipe (Wholesome Italian Soup Made Using Vegetables, Beans And Macaroni)	Extra Virgin Olive Oil, Onion, Garlic, Carrot, Green peas, Sweet corn, Green beans, Celery, Green zucchini, Button mushrooms, Yellow Bell Pepper, Canned beans, Black pepper powder, Paprika powder, Macaroni pasta, Bay leaf, Sugar, Salt, Mixed Herbs, Parmesan cheese	Italian	Side Dish	Vegetarian	10 M	35 M	4.8624535315985	538
Bacon Quiche Tart Recipe	All Purpose Flour, Salt, Lemon juice, Whole Egg, Onion, Bacon strips, Garlic, Whole Eggs, Egg yolks, Fresh cream, Cheese, Parsley leaves, Black pepper powder, Salt	French	World Breakfast	Non Vegeterian	10 M	90 M	5	121
Crepes Filled With Apples & Topped With Orange Sauce	All Purpose Flour, Whole Eggs, Milk, Baking powder, Salt, Sugar, Apples, Cinnamon Powder, Brown Sugar, Fresh orange juice, Sugar	French	Dessert	Vegetarian	10 M	60 M	4.9664804469274	179
Tomato Mozzarella Bites Recipe	Cherry tomatoes, Mozzarella cheese, Basil leaves, Extra Virgin Olive Oil, Salt, Balsamic Vinegar, Black pepper powder, Toothpicks, Rosemary	Italian	Appetizer	Vegetarian	0 M	10 M	4.7647058823529	306
French Toast Recipe With Oven Roasted Streaky Bacon	Whole Eggs, Fresh cream, Milk, Sugar, Salt, Maple syrup, Bacon strips, Ripe Bananas	French	World Breakfast	Non Vegeterian	5 M	15 M	4.9709090909091	275
Zoodles Tossed In Cashew Cilantro Pesto Recipe (Vegan)	Green zucchini, Garlic, Extra Virgin Olive Oil, Salt, Cashew nuts, Coriander  Leaves, Garlic, Sea salt, Black pepper powder, Extra Virgin Olive Oil	Italian	Dinner	Vegan	15 M	5 M	4.9495798319328	238
Mix Vegetable Risotto Recipe	Arborio rice, Onion, Mixed vegetables, Garlic, Extra Virgin Olive Oil, Whole Black Peppercorns, Ricotta Cheese, Fresh Herbs, Parmesan cheese	Italian	Dinner	Vegetarian	10 M	25 M	4.8835740072202	1108
Strawberry and Avocado Caprese Salad Recipe	Strawberries, Avocado, Cherry tomatoes, Balsamic Vinegar, Basil leaves, Black pepper powder, Extra Virgin Olive Oil, Sesame seeds, Salt	Italian	Side Dish	Vegetarian	10 M	0 M	4.8796992481203	133
Struffoli Recipe	All Purpose Flour, Lemon zest, Orange Zest, Sugar, Vanilla Extract, Salt, Sunflower Oil, Sugar, Honey, Lemon juice, Hazelnut, Icing Sugar	Italian	Dessert	Vegetarian	45 M	30 M	4.7876712328767	146
French Style Red Sorrel Two Bean Soup Recipe	Extra Virgin Olive Oil, Butter, Red onion, Fennel bulb, Leek, French Beans, Celery, Sorrel Leaves, Salt, Black pepper powder, Tarragon, Parsley leaves, Black Eyed Beans, Fresh cream	French	Dinner	High Protein Vegetarian	10 M	30 M	4.9309623430962	478
Greek Style Μαυρομάτικα Recipe (Black Eyed Beans with Celery and Thyme Recipe)	Black Eyed Beans, Onion, Cloves, Celery, Whole Black Peppercorns, Fresh Thyme leaves, Dried oregano, Salt	Greek	Main Course	High Protein Vegetarian	500 M	45 M	4.9576923076923	520
Pineapple Crostini With Honey And Cream Cheese Recipe	Ciabatta bread, Pineapple, Britannia Cream Cheese, Honey, Extra Virgin Olive Oil, Coriander  Leaves	Italian	Appetizer	Vegetarian	15 M	0 M	5	142
Low Fat Fruit Parfait Recipe (No Bake French Dessert Recipe)	Apple, Musk Melon, Orange, Fresh Cherries, Ripe Bananas, Hung Curd, Jam, Corn flakes, Honey, Fresh Cherries, Mint Leaves 	French	World Breakfast	Vegetarian	25 M	0 M	4.8240223463687	358
Eggless French Rosy Apple Tart Recipe	All Purpose Flour, Caster Sugar, Cinnamon Powder, Water, Apple, Water, Sugar, Cinnamon Powder 	French	Dessert	Vegetarian	30 M	40 M	4.87	900
Stuffed Mushroom Recipe With Italian Sausage	Button mushrooms, Pork sausage, Extra Virgin Olive Oil, Black pepper powder, Salt, Britannia Cream Cheese, Dried oregano, Paprika powder, Parsley leaves, Cheese	Italian	Appetizer	Non Vegeterian	15 M	20 M	4.9407114624506	253
Tart Provencal With Ratatouille Recipe	All Purpose Flour, Butter, Salt, Water, Japanese Eggplant, Green zucchini, Yellow Zucchini, Red Bell pepper, Yellow Bell Pepper, Onion, Garlic, Tomatoes, Fresh Thyme leaves, Sugar, Extra Virgin Olive Oil, Whole Black Peppercorns, Gruyere Cheese, Salt	French	Lunch	Vegetarian	55 M	80 M	4.9942528735632	174
Quatre Quart Pound Cake Recipe With Fresh Figs	All Purpose Flour, Butter, Caster Sugar, Whole Eggs, Baking powder, Salt, Vanilla Extract, Milk, Fresh Figs	French	Dessert	Eggetarian	20 M	40 M	4.8704156479218	409
Greek Style Vegan Moussaka Recipe	Brinjal, Salt, Black pepper powder, Dried oregano, Kala Chana, Masoor Dal, Onions, Garlic, Cumin powder, Cinnamon Powder, Sugar, Lemon juice, Salt, Black pepper powder, Potatoes, Garlic, Extra Virgin Olive Oil, Salt, Black pepper powder	Greek	Main Course	Vegan	25 M	60 M	4.761421319797	394
Creamed Spinach Recipe	Spinach Leaves, Onion, Garlic, All Purpose Flour, Milk, Nutmeg, Whole Black Peppercorns, Cheddar cheese, Salt	Italian	Side Dish	Vegetarian	10 M	15 M	4.7474226804124	194
Pineapple and Dill Granita Recipe	Pineapple, Dill leaves, Sugar, Water, Ice cubes	Italian	Dessert	Vegetarian	10 M	260 M	4.9612903225806	155
Croissant Recipe	All Purpose Flour, Butter, Salt, Butter 	French	World Breakfast	Vegetarian	120 M	45 M	4.8712121212121	2772
Mushroom filled Vol-au-Vent Recipe	Button mushrooms, Garlic, Fresh cream, Fresh Thyme leaves, Red Chilli flakes, Lemon juice, Salt, Whole Black Peppercorns	French	Appetizer	Vegetarian	180 M	45 M	4.8616352201258	1590
Cheese and Spinach Tart Recipe	Spinach Leaves, Britannia Cream Cheese, Cheddar cheese, Garlic, Salt and Pepper, Extra Virgin Olive Oil	French	Appetizer	Vegetarian	60 M	25 M	4.9597156398104	844
Roasted Eggplant Parmigiana Recipe	Brinjal, Basil leaves, Mozzarella cheese, Parmigiano reggiano cheese, Whole Wheat Bread crumbs, Salt and Pepper	Italian	Side Dish	Vegetarian	30 M	45 M	4.9337944664032	1012
Spinach Ricotta filled Crepes with Pepper Cream Sauce	Whole Eggs, Whole Wheat Flour, Oats Flour, Milk, Salt, Spinach Leaves, Ricotta Cheese, Cumin powder, Salt, Extra Virgin Olive Oil, Fresh cream, Extra Virgin Olive Oil, Whole Black Peppercorns	French	Dinner	High Protein Vegetarian	20 M	30 M	4.9296577946768	526
Mango Panna Cotta With Fruit Cream Recipe	Double Cream, Milk, Agar agar, Sugar, Heavy whipping cream, Mixed fruits	Italian	Dessert	Vegetarian	20 M	120 M	4.8715139442231	1004
Caramelized Onion Tart with Ricotta Cheese Recipe	Onions, Ricotta Cheese, Red Chilli flakes, Salt and Pepper, Extra Virgin Olive Oil	French	Appetizer	Vegetarian	120 M	30 M	4.9954022988506	435
Mascarpone Fruit Dessert Recipe	Mascarpone Cheese, Honey, Sugar, Vanilla Extract, Strawberries, Kiwi, Ripe Bananas, Dried raspberries, Blueberries, Choco Thins	Italian	Dessert	Vegetarian	20 M	260 M	4.8913043478261	230
Pumpkin Pistachio Risotto Recipe	Arborio rice, Onion, Kaddu, Garlic, Extra Virgin Olive Oil, Saffron strands, Parmesan cheese, Rosemary, Whole Black Peppercorns, Pistachios	Italian	Dinner	Vegetarian	10 M	25 M	4.876582278481	316
Basil And Mushroom Toast With Thai Red Chilli Recipe	Onion, Thai Red chilli, Garlic, Button mushrooms, Black pepper powder, Salt, Basil leaves, Coriander  Leaves, Dry mix herbs, Sourdough bread	Italian	World Breakfast	NA	10 M	15 M	4.7791262135922	412
Chickpea and spinach fritters Recipe	Kabuli Chana, Spinach Leaves, Corn flour, Baking powder, Cumin seeds, Red Chilli powder, Onion, Ginger, Salt and Pepper, Sunflower Oil	Greek	Appetizer	High Protein Vegetarian	500 M	35 M	4.808908045977	696
Roasted Vegetables With Tahini Sauce Recipe	Carrot, Green zucchini, Brinjal, Broccoli, Onion, Red Bell pepper, Extra Virgin Olive Oil, Tahini, Lemon juice, Garlic, Walnuts, Za'atar, Parsley leaves, Salt	Greek	Side Dish	Vegetarian	15 M	35 M	4.9046153846154	325
Tomato Onion Bruschetta With Mint Mayo Recipe	Baguette, Onions, Tomatoes, Basil leaves, Extra Virgin Olive Oil, Black pepper powder, Salt	Italian	Appetizer	NA	10 M	20 M	4.7894736842105	266
Shrimp Walnut Bruschetta Recipe Flavored With Cheesy Dip	Shrimps, Baguette, Garlic, Green olives, Walnuts, Dill leaves, Salad leaves, Extra Virgin Olive Oil, Salt, Black pepper powder, Red Chilli flakes	Italian	Appetizer	NA	20 M	40 M	4.9736842105263	114
Vegetarian Moussaka with Mushrooms Sauce Recipe	Brinjal, Cheddar cheese, Whole Wheat Bread crumbs, Button mushrooms, Garlic, Cumin powder, Salt, Black pepper powder, Parsley leaves, Whole Wheat Flour, Milk, Britannia Cream Cheese, Salt, Black pepper powder	Greek	One Pot Dish	Vegetarian	15 M	45 M	4.9275053304904	938
Homemade Whole Wheat Crepes Recipe	Whole Wheat Flour, Sugar, Milk, Salt, Whole Eggs	French	NA	NA	10 M	30 M	4.9072922555116	1769
